Tweets,Sentiment
#Dhoni against #GujaratLions feels like #Dhoni playing against #CSK .!! Batting against #Jadeja #Jakati #Raina fielding.!! #GLvRPS #IPL10,neutral
True heartbreak is @imjadeja taking @msdhoni wkt & celebrating :'( @ChennaiIPL plis be back #IPL2017 #csk #GLvsRPS,positive
I think it's time for Dhoni to reinvent himself . Preferably Before he could get into #csk next year . #IPL2017,neutral
Oru side dhoni out aaitaaru nu santhosha paduratha? R thala out aaitaaru nu kavala padurathanu therila Miss #csk,neutral
Dhoni gone mixed reactions #CSK #GujaratLions #GLvsRPS,neutral
Dhan Dhana dhan #Dhoni hasn't fired with #RPS as he did with #CSK #GLvsRPS #IPL,neutral
@thegujratlions are 75% #csk team,neutral
#GLvRPS if i seriously say from heart. I dont want this match. Forever cskians #csk,negative
#___ #CSK,neutral
#WeStandByDhoni Dhoni incoming #Thala #CSK #RIP2RPS,neutral
#msd and #suresh raina are wait next IPL 11 for #csk,neutral
#Dhonidropped nevermind he will be back with CSK 2018 as captain #csk,neutral
#dhoni #WeStandByDhoni #csk,neutral
he doesn't want to play this season in this team,neutral
He was part of #CSK for one season. But din get a game I guess.,negative
#westandbydhoni proud to be #msdian Waiting for #csk dhan dhana dhan #dhoni classy #captain goenka u will feel hard fr insulting #msdhoni pic.twitter.com/62zmc4rfQi,negative
#CSK will Back #Mahi Storm will come #WeStandByDhoni #GoenkaBrothersFuckOff #RPSvsGL,neutral
No matter whatever happens... #CSK is my fav team... #MSD is my captain... #DHONI RAINA fav pair... THE KINGS WILL BE BACK @msdfansofficial pic.twitter.com/gzT4x0iP2S,neutral
#westandbydhoni #csk waiting to see thala dhoni on yellowJersey @msdhoni @ChennaiIPL whistle podu.. pic.twitter.com/JoKnlvmh4T,neutral
Miss you #CSK http:// fb.me/8D1RiS80w,neutral
As a MI Fan ,neutral
#WeStandByDhoni #csk varum appo paaaru....varlam varalaam bairavaa pic.twitter.com/0fRnYiwE62,neutral
@ChennaiIPL #CSK forever... #msdhoni and #Raina #GLvRPS pic.twitter.com/nTkb45hBjn,neutral
dhoni ko is team ke saath khelna he nahi chaheye i wish team #CSK hote phir dekh ta pura world dhoni ka kamaal,neutral
IPL 2018 Pune supporter= 0% #Csk is coming #westandbydhoni,neutral
No #MSDhoni No cricket... #westandbydhoni #csk ..,neutral
#WeStandByDhoni you are a King here... come dhoni... this is ur place... we love you... #CSK should be back...,positive
A well successful team after #CSK,positive
Y. After #CSK we( #MI ) have a huge fan followers. Even chennai lost more games with Mumbai.   . https:// twitter.com/chitram_twitts /status/852855602892210176 ,positive
Thalaivarkku yella Jersey um nallathaan irukkum aanalum #csk jersy la vanthu helicopter shot adikkarathu gethu thaaan #waiting 4 csk entry pic.twitter.com/OJa6MSwhSU,neutral
Say no to #rps real ms dhoni fan waiting for #csk #whistlepodu Dil me hay dhoni @ChennaiIPL #ipl10 #ipl2017 pic.twitter.com/tugYOzQYk0,positive
Wooh.. #CSK on the field one side @msdhoni and another side @gujra #GLvRPS #IPL #IPL2017,neutral
Next year finals la #RCB #CSK vilayadum nu my seventh scence saying,neutral
Next year will be one family #CSK #RPSvGL pic.twitter.com/8KMf9jgSr1,neutral
#dhoniisnotdropped !! #dhoni is a legend! @msdhoni .. can't wait for #csk to be back! #sauravganguly is just a bitter #IPL2017,negative
#Csk  #Ipl     #IPL2017,neutral
r u sure ki dhoni will go to #CSK ,positive
#CSK reunion..!! #GLvRPS,neutral
#MI ,neutral
The secret of winning #IPL lies in having 5 quality bowlers. #RR #CSK #DC #MI #KKR #SRH every single team played with 5 proper bowlers.,positive
lavda,neutral
 #IPL         #csk    .,neutral
#WeStandByDhoni Nee va Thala #CSK is waiting for you https:// twitter.com/ImYokEsH/statu s/833314820812374016 ,neutral
It's so heart breaking to see all these happening with @msdhoni . Hopefully,neutral
Ganguly : "Not sure if #msdhoni is a good T20 player" Do you agree? #WeStandByDhoni #Dhonidropped #ipl #RPSvGL #RCBvMI #raina #csk #msd,positive
Oh! #CSK Playing today with two different names. #RPSvGL #IPL,neutral
Have u forgotten his innings vs #CSK in the final in a similar situation?,neutral
12th match is over. 48 to go for #csk to return #ipl @ChennaiIPL,neutral
This will happen again #CSK #YellowArmy Next year going to be year of #YellowArmy Just one more year n #RPS BOOM #WeStandByDhoni pic.twitter.com/GYe7gATswU,positive
#WeStandByDhoni Love_u_dhoni Champion u r & u will always b the champion & punt owner ur so stupid Next year see our captain in #csk,negative
Can't wait for #CSK V2.0 #IPL2018,neutral
#WeStandByDhoni against all odds.. the superking will b back in his den next year !! #csk,neutral
Am I the only one to see #Dhoni in #CSK next year.... #Dhonidropped,neutral
Who will be happiest in next #IPL match? Ever wondered how Williams parents feel during Serena v Venus match? #CSK = proud parents tonight.,positive
When #RCB and #MI plays,neutral
We don't care about this IPL. Waiting for next year for the Roar of #CSK #westandbydhoni pic.twitter.com/BilMUxJm54,neutral
it'll be a treat to watch #MSDhoni & #raina today. #GLvsRPS #CSK @IPL ....,neutral
Form is temporary class is permanent. #WeStandByDhoni Runs will come and so will be the lion in yellow jersey with a roar. #IPL2018 #CSK,neutral
Missing Yellow Jersey no 7 #MsDhoni Waiting #IPL 11 #CSK @msdhoni @ChennaiIPL #WeStandByDhoni,negative
#westandbydhoni The legend will be back.... Today I'm going to see #csk pic.twitter.com/AweNUf0hUP,neutral
      #CSK forever. https:// twitter.com/sanniyyasi/sta tus/852873261318799361 ,neutral
Reason: Fixing Victory's and Trophys #CSK https:// twitter.com/AndhraRowdy/st atus/852858795890008064 ,neutral
#samuelBadree former #csk bowler pic.twitter.com/2UiB954upQ,neutral
come back soon missing u #csk missing u too much,negative
#WeStandByDhoni I am from Maharastra but I am supporting bloody #RPS #msdhoni         #csk  !,negative
@bhogleharsha #badree was in #CSK before & now he is back to RCB with a bang!,neutral
#WeStandByDhoni waiting for MSD to back in yellow colour. #KKR fan but will support #csk only bcz of Dhoni,neutral
#WeStandByDhoni always a Dhoni fan.. #CSK,neutral
. @hvgoenka **....     ..   #CSK     ..!!! #WeStandByDhoni,neutral
#WeStandByDhoni always a Dhoni fan.. #CSK,neutral
Yeddy Manam next year chusukunadam King will b back #csk,neutral
Our support is alwayzz with u #csk #DhoniForever #WeStandByDhoni,neutral
I would have been the happiest if he would have played for #csk in his 150th match,neutral
#WeStandByDhoni One man army #msdhoni #csk pic.twitter.com/S65kt1mCoR,neutral
Next year Coming the King of King's Super Kings #CSK the Ruler of IPL #WeStandByDhoni pic.twitter.com/XeqkJM1rOQ,positive
badree.. Former #CSK player,neutral
#westandbydhoni @msdhoni @SaakshiSRawat show who you are really capable of and shut those haters away . We are with you. #IPL #RCBvMI #csk,positive
#WeStandByDhoni Always with our Chennai Super King Thalaiva...!! #CSK,positive
0,neutral
Supported #CSK Than.. Supporting #RPS Now.. Because I am Fan Of @msdhoni ,positive
We miss #CSK @ChennaiIPL . #IPL,neutral
Just 1 Year to Go.. #CSK will be Back.. "Real Gethu will Start " #DHONI #WeStandByDHONI pic.twitter.com/g4YvEfnOHg,positive
To your knowledge Sir @SGanguly99 . We respect you so much but these kind of stupid statements will... #msdhoni #csk #ipl #IPL2017 pic.twitter.com/lFtQRnzgcD,positive
I was ur fan,neutral
   #CSK @ChennaiIPL pic.twitter.com/BfZ59vOFec,neutral
Just one year the legend #msdhoni will be back with all his might. He will answer to all the questions. #csk #DhoniWillRise,neutral
#WeStandByDhoni Sonnaa puriyathu,neutral
Kids Waiting for #Kolli century Men waiting for #Gaymbhir Century #Legends waiting For #CSK #Ipl11 #MSDian Forevr #WeStandByDhoni,neutral
#CSK Ku wIZZLE PODU ! http:// fb.me/1U1sv80LB,neutral
#WeStandByDhoni This year IPL goes without MSD captainship Nxt yr our team #CSK &mahi roar again,neutral
Without letters #CSK must say letters #IPL don't carry the same charm They gave the game its energy #Whistlepodu #NammaChennai #RCBvMI,negative
#WeStandByDhoni The Lion will be back in his den next yr.. @msdhoni #csk,neutral
#westandbydhoni #msdhoni #msd #csk pic.twitter.com/IvaBpYp2S0,neutral
#WeStandByDhoni Thala will be back in action #csk #msdhoni pic.twitter.com/eRDY3qZfsz,positive
We want dhoni as captain in #CSK again #WeStandByDhoni,neutral
  #RPSvGL  #CSK (right)vCSK(left),positive
When there is no @ChennaiIPL match on Tamil new year then there comes #CSK Derby #GLvRPS Few hours to go,negative
#CSK is mah fvrt team #WeStandByDhoni,neutral
That smile which worth billions ... #WeStandByDhoni #MAHIWAY #MSDhoni #IPL #GetBackMahi #TheHelicopterMan #RPSG #CSK #WeAreWithYouMahi pic.twitter.com/bgba7Pomxk,positive
He has his personal stake on #CSK unlike #RPS It has got nothing to do with any statement. He is the most #clever cricketer ever,positive
Waiting waiting waiting....not just for #MSDhoni vs #raina but for #csk back....,neutral
#CSK @msdhoni #WeStandByDhoni pic.twitter.com/KqXonhphzY,neutral
Yellow is the colour which suits u and we want to see in that colour and lead the CSK team. #westandbydhoni @msdhoni #CSK https:// twitter.com/MSDianShreya7/ status/852832949401657344 ,neutral
@hvgoenka                IPL11 #CSK @msdhoni #ipl,neutral
#DhoniDropped #westandbydhoni #IPL #MIvsRCB #RCBvMI #MSDhoni : Pic 1: When he plays for #CSK Pic 2: When he plays for #RPS pic.twitter.com/13HNj8Ljpr,neutral
Waiting for csk in #11 ipl season King@msdhoni and worriors are back #csk,neutral
Awesome but whoever wins it will be a win for #csk @msdhoni and @ImRaina best part to see them together luv u #MAHIIII #MSDIAN_4EVER,positive
CSK is not just a team,neutral
       #MSDhoni    #CSK,neutral
   ... #CSK,neutral
When #MSD was #CSK 's captain,neutral
#WeStandByDhoni rt if u love him #csk #RPSG #GLvRPS #RCBvMI @Whistlepodu4Csk pic.twitter.com/GIIhUz21e0,positive
Fuck this IPL season,negative
#DhoniDropped Hope BCCI allows #CSK next year !!,neutral
This logo itself gives Goosebumps... Paltans lan Miraluvanunga... Tha varom Next Year #CSK King of IPL pic.twitter.com/vYAyqfRil5,neutral
4 years back.. #CSKvRCB RP Singh no ball,neutral
#DhoniDropped Recent Fight is bcoz when #RPS Management req #Dhoni to not leave RPS but he refused & informed his #csk entry next year,neutral
its good if its true. #Dhonidropped - Cause Shitty team like #RSP doesnt deserve him. come back next year with #CSK and bang...,positive
#Mahi - in next IPL i'll be coming with my Team( #CSK ) as A Captain. # ---- !! @msdhoni @SaakshiSRawat #DhoniDropped #Rps pic.twitter.com/iuYTOGdKdm,neutral
#kkr will lose when #csk took control,neutral
#CSK ke fan lagte ho,neutral
ThIs r the sessIonal parrots who r questioning MS ,neutral
He'll be back as Captain with #CSK This is purely personal Grudge,neutral
Let the to league matchs if coz in playoffs be the last becz next our #csk ill b back.... @ChennaiIPL,negative
Desperately want to see @msdhoni @ImRaina to play together again. #Whistlepodu #ipl #CSk,negative
Today Match Between #RPS vs #GL That Mean #csk vs #csk #MSDhoni #IPL2017,negative
For me and my people,neutral
#Csk reunion,neutral
